,Date,SOURCEURL,AvgTone,N_label,Label
19,2015-10-05,http://www.4-traders.com/IMMOFINANZ-AG-6493710/news/IMMOFINANZ--continues-expansion-in-Germany-construction-of-corporate-headquarters-for-trivago-as-f-21144584/,-1.37480286242753,12.0,Management_Of_Legal_And_Regulatory_Framework
20,2015-10-25,http://abcnews.go.com/Entertainment/trivago-guy-youve/story?id=34637189,0.8670520231213901,3.0,Business_Model_Resilience
21,2015-10-30,http://www.tnooz.com/article/expedia-says-tripadvisor-and-trivago-instant-booking-are-on-the-table/,1.2987012987013,4.0,Competitive_Behavior
22,2015-11-09,http://www.gympietimes.com.au/news/rainbow-beach-hotels-make-trivagos-top-10/2834649/,3.6630036630036606,2.0,Access_And_Affordability
23,2015-11-10,http://www.news.com.au/national/south-australia/coober-pedys-down-to-erth-bed-and-breakfast-rated-best-in-south-australia-by-search-site-trivago/story-fnii5yv4-1227603099232,4.807692307692309,12.0,Management_Of_Legal_And_Regulatory_Framework
24,2015-11-11,http://www.huffingtonpost.ca/trivagoca/hiking-hotel_b_8396996.html,2.82776349614396,3.0,Business_Model_Resilience
25,2015-11-12,http://www.traveldailymedia.com/229236/lake-district-hotels-make-trivago-honours-list/,8.18181818181818,1.0,Data_Security
26,2015-11-21,http://www.independent.ie/regionals/kerryman/news/two-placings-for-dingle-in-trivago-munster-top-five-34210021.html,4.67980295566503,18.0,Systemic_Risk_Management
27,2015-12-02,http://www.pedestrian.tv/news/arts-and-culture/feature-jobs-sass--bide-eg-fairfax-media-trivago-a/33d8a46f-9b31-43cd-80da-37d3202ae855.htm,4.25299890948746,15.0,Product_Design_And_Lifecycle_Management
28,2015-12-04,http://www.lfpress.com/2015/12/03/london-cracks-top-10-in-trivago-hotel-rankings,2.8037383177570097,18.0,Systemic_Risk_Management
29,2015-12-23,http://ftnnews.com/tours/29288-trivago-reveals-new-year-s-eve-2015-travel-trends.html,2.752293577981649,4.0,Competitive_Behavior
30,2016-01-12,http://www.gazzettadelsud.it/news/english/179130/Matera--San-Gimignano-in-Trivago.html,3.52941176470588,22.0,Customer_Privacy
31,2016-01-12,http://www.tornosnews.gr/en/tourism-businesses/hotels/14092-trivago-athenian-hotels-among-europe-s-cheapest-in-january.html,-1.41843971631206,4.0,Competitive_Behavior
32,2016-01-13,http://www.ansa.it/english/news/lifestyle/travel/2016/01/12/matera-san-gimignano-in-trivago-top-10_cd420615-6c64-4e44-b013-3ef54a295cb4.html,3.48837209302326,18.0,Systemic_Risk_Management
34,2016-02-17,http://www.joe.ie/news/two-irish-locations-have-made-trivagos-top-100-destinations-with-the-best-reputation/531428,3.40929321701976,18.0,Systemic_Risk_Management
35,2016-03-01,http://www.tnooz.com/article/trivago-base7booking/,1.08055009823183,4.0,Competitive_Behavior
37,2016-03-04,http://hoteldesigns.net/industry-news/hotel-designs-summit-welcomes-trivagos-natalie-gardner-as-speaker/,3.4375,3.0,Business_Model_Resilience
38,2016-03-11,http://www.greatlakesadvocate.com.au/story/3779763/forster-gets-a-top-10-trivago-rating/?cs=447,10.3225806451613,15.0,Product_Design_And_Lifecycle_Management
39,2016-03-13,http://www.greatlakesadvocate.com.au/story/3779763/forster-gets-a-top-10-trivago-rating/?cs=4102,10.3225806451613,15.0,Product_Design_And_Lifecycle_Management
40,2016-03-20,http://www.tornosnews.gr/en/tornos/trends/15100-trivago-greeks-prefer-thessaloniki-athens-nafplio-for-march-25-long-weekend.html,-0.561797752808989,3.0,Business_Model_Resilience
41,2016-04-29,http://www.investors.com/news/technology/expedia-gallops-on-trivago-but-terror-attacks-hit-global-travel/,-1.39534883720931,18.0,Systemic_Risk_Management
42,2016-06-09,http://www.bighospitality.co.uk/Business/INFOGRAPHICS-London-hotel-ratings-don-t-match-prices-says-Trivago,-1.7692716640085102,12.0,Management_Of_Legal_And_Regulatory_Framework
43,2016-07-11,http://www.traveldailynews.com/post/trivago-survey-summer-travel-habits-by-nationality,3.68421052631579,12.0,Management_Of_Legal_And_Regulatory_Framework
44,2016-07-28,http://www.bloomberg.com/news/articles/2016-07-28/expedia-backed-online-travel-booker-trivago-to-explore-ipo,0.7194244604316551,1.0,Data_Security
45,2016-07-29,http://www.geekwire.com/2016/expedia-eyes-trivago-ipo-misses-earnings-expectations/,1.36076958569122,3.0,Business_Model_Resilience
46,2016-07-29,http://business-news.thestreet.com/thestreet/story/expedia-books-trivagos-ipo/13658313,0.0,3.0,Business_Model_Resilience
48,2016-08-31,http://www.traveldailymedia.com/240549/mena-travellers-to-stay-closer-to-home-this-eid-trivago/,3.30882352941176,1.0,Data_Security
49,2016-09-01,https://www.yahoo.com/news/expedia-prepares-list-trivago-hotel-155852231.html,-0.5797101449275339,18.0,Systemic_Risk_Management
50,2016-09-01,http://www.kitco.com/news/2016-09-01/UPDATE-1-Expedia-prepares-to-list-Trivago-hotel-search-platform-sources.html,-0.974025974025971,3.0,Business_Model_Resilience
51,2016-09-02,https://www.yahoo.com/news/expedia-expe-list-trivago-hotel-131401125.html,2.284693684175,3.0,Business_Model_Resilience
52,2016-09-05,https://www.yahoo.com/news/expedia-expe-list-trivago-hotel-072607124.html,2.04773018143491,3.0,Business_Model_Resilience
53,2016-09-08,https://uk.finance.yahoo.com/news/trivago-immofinanz-lay-cornerstone-headquarters-111521304.html,2.7577937649880098,3.0,Business_Model_Resilience
54,2016-10-18,http://room5.trivago.sg/michelin-singapore-hotels/,3.1571722717913504,11.0,Labor_Practices
55,2016-10-21,http://www.geekwire.com/2016/trivago-ipo-come-thanksgiving-report-says/,0.544959128065395,18.0,Systemic_Risk_Management
56,2016-10-29,http://www.mediapost.com/publications/article/287917/lets-send-the-trivago-guy-packing.html,-2.75,0.0,Business_Ethics
58,2016-11-14,http://www.express.co.uk/travel/articles/732284/channel-4-supershoppers-booking-com-trivago-hotel,-0.69565217391304,4.0,Competitive_Behavior
59,2016-11-14,https://www.yahoo.com/news/german-travel-trivago-files-ipo-us-225100754.html,0.0,4.0,Competitive_Behavior
60,2016-11-15,http://www.businesstimes.com.sg:80/consumer/german-travel-site-trivago-files-for-ipo-in-us,0.0985221674876853,4.0,Competitive_Behavior
61,2016-11-15,http://www.traveldailynews.com/post/trivago-awards-2017-best-hotels-in-the-uk-announced,10.2926337033299,12.0,Management_Of_Legal_And_Regulatory_Framework
63,2016-11-17,http://room5.trivago.sg/henry-steiner-hotel-identity-brand/,1.84372256365232,11.0,Labor_Practices
64,2016-11-17,https://www.yahoo.com/news/best-hotels-america-according-trivago-112601048.html,5.60277921501959,4.0,Competitive_Behavior
65,2016-11-17,http://m.themalaymailonline.com/travel/article/trivago-lists-top-10-hotels-in-the-united-states,3.3742331288343594,4.0,Competitive_Behavior
66,2016-11-18,http://www.luxuo.com/hotel/top-10-us-hotels-revealed-trivago.html,4.84581497797357,4.0,Competitive_Behavior
68,2016-11-21,https://www.traveldailynews.com/post/trivago-awards-2017-best-hotels-in-the-uk-announced,10.2926337033299,12.0,Management_Of_Legal_And_Regulatory_Framework
69,2016-11-25,http://news.gtp.gr/2016/11/25/civitels-akali-hotel-trivago-award-breakfast/,2.95857988165681,6.0,Customer_Welfare
72,2016-12-16,http://www.reuters.com/article/us-trivago-ipo-idUSKBN14525F,-0.8802710151078871,18.0,Systemic_Risk_Management
73,2016-12-16,https://www.yahoo.com/news/hotel-booking-platform-trivago-jumps-155930752.html,-0.87463556851312,18.0,Systemic_Risk_Management
75,2016-12-18,https://www.thenews.com.pk/print/172573-Trivago-jumps-107pc-in-IPO-debut,-0.892857142857147,18.0,Systemic_Risk_Management
77,2017-02-03,http://www.thetimes.co.uk/edition/business/the-beauty-of-trivago-girl-the-face-that-launched-a-thousand-holidays-ph3ckc9c6,-1.0989010989011,4.0,Competitive_Behavior
78,2017-02-10,https://www.tnooz.com/article/trivago-expedia-reports-q4-2016/,1.12994350282485,18.0,Systemic_Risk_Management
79,2017-02-28,https://skift.com/2017/02/28/skift-forum-europe-trivago-johannes-thomas-managing-director-interview/,1.9072164948453605,3.0,Business_Model_Resilience
82,2017-03-23,http://www.india.com/buzz/who-is-the-trivago-guy-meet-abhinav-kumar-india-head-at-trivago-1953736/,0.0,12.0,Management_Of_Legal_And_Regulatory_Framework
83,2017-03-28,http://scoopempire.com/watch-trivago-story-unfold-eo-egypt-april-2nd/,1.24223602484472,3.0,Business_Model_Resilience
84,2017-04-04,https://skift.com/2017/04/04/trivagos-marketers-and-engineers-are-equally-key-to-its-success-says-managing-director/,1.75953079178885,4.0,Competitive_Behavior
85,2017-04-07,http://artdaily.com/news/95002/Financial-backing-of-Trivago-and-Momondo-now-back-Barnebys,5.21739130434782,22.0,Customer_Privacy
86,2017-04-19,https://skift.com/2017/04/19/did-the-trivago-guy-just-lose-his-tv-gig/,0.57061340941512,4.0,Competitive_Behavior
87,2017-05-10,http://www.financialexpress.com/industry/technology/travel-apps-from-kayak-makemytrip-to-trivago-here-are-5-apps-to-plan-your-trips-with/662986/,4.45765230312035,12.0,Management_Of_Legal_And_Regulatory_Framework
88,2017-06-01,http://hoteldesigns.net/industry-news/brexit-a-year-on-trivago-reveals-uk-traveller-trends-this-summer/,2.25352112676056,4.0,Competitive_Behavior
89,2017-06-07,http://www.4-traders.com/TRIVAGO-NV-ADR-32502940/news/June-News-Flash-Hawaiian-Hotels-and-America-rsquo-s-Emerging-Destinations-24557822/,1.33333333333334,18.0,Systemic_Risk_Management
90,2017-06-09,http://www.dailymail.co.uk/news/article-4587312/Meet-Trivago-girl-Gabrielle-Miller.html,0.28328611898017,8.0,Employee_Engagement_Inclusion_And_Diversity
92,2017-07-12,http://www.scmp.com/tech/article/2102284/tech-talent-now-choosing-europe-over-us-according-co-founder-germanys-trivago,2.05882352941176,11.0,Labor_Practices
93,2017-07-12,http://www.cnbc.com/2017/07/11/tech-talents-now-choosing-europe-over-us-trivagos-schromgens-says.html,2.6474273920094302,8.0,Employee_Engagement_Inclusion_And_Diversity
94,2017-07-26,http://hoteldesigns.net/industry-news/trivago-providing-hoteliers-with-travel-demand-data-over-5-billion-room-rates/,2.9411764705882297,4.0,Competitive_Behavior
95,2017-08-04,https://www.tnooz.com/article/trivago-focuses-on-serving-suppliers-lifts-hotel-inventory-to-1-8-million/,1.46750524109015,4.0,Competitive_Behavior
97,2017-08-25,http://www.business-standard.com/article/beyond-business/trivago-ad-guy-abhinav-kumar-the-man-who-is-an-unlikely-brand-ambassador-117082501117_1.html,0.5586592178770899,3.0,Business_Model_Resilience
98,2017-08-30,http://www.campaignlive.co.uk/article/need-talk-trivago-ad/1443128,-1.04166666666666,3.0,Business_Model_Resilience
100,2017-09-06,http://www.marketwatch.com/story/german-hotel-search-site-trivago-issues-profit-warning-shares-tumble-18-premarket-2017-09-06,-2.02020202020202,18.0,Systemic_Risk_Management
101,2017-09-06,https://www.thetimes.co.uk/edition/business/trivago-profit-warning-unsettles-investors-z0zrrxnr7,-2.3952095808383302,18.0,Systemic_Risk_Management
102,2017-10-04,https://skift.com/2017/10/04/trivago-makes-a-tech-acquisition-that-bolsters-an-industry-trend/,3.1811894882434304,22.0,Customer_Privacy
103,2017-10-06,http://www.hindustantimes.com/india-news/sign-up-on-trivago-twitter-reacts-to-president-kovind-s-invitation-to-rashtrapati-bhavan/story-a5plVDegFHHitAoCcYeSYJ.html,-1.7052524206681,22.0,Customer_Privacy
104,2017-10-18,https://skift.com/2017/10/17/trivago-launches-a-subsidiary-to-sell-hoteliers-on-its-business-tools/,1.90558677069767,4.0,Competitive_Behavior
106,2017-10-27,http://www.independent.co.uk/travel/news-and-advice/hotel-booking-websites-investigation-selling-practices-bookingcom-expedia-agoda-hotelscom-trivago-a8022551.html,-2.3622047244094504,4.0,Competitive_Behavior
107,2017-11-07,https://skift.com/2017/11/07/trivago-looks-to-homeaway-vacation-rentals-to-regain-some-mojo/,1.95804195804196,4.0,Competitive_Behavior
108,2017-11-08,https://www.tnooz.com/article/trivago-homeaway-vacation-rental/,1.29214341848878,4.0,Competitive_Behavior
109,2017-11-15,https://www.joe.ie/life-style/best-hotels-in-ireland-trivago-awards-606554,7.64331210191083,4.0,Competitive_Behavior
110,2017-11-22,http://www.thedrum.com/news/2017/11/21/the-guy-trivago-indias-creepy-ad-my-memes-help-the-ad-push-trivago-which-great,1.19581464872945,4.0,Competitive_Behavior
112,2017-11-27,http://www.postandcourier.com/business/three-charleston-hotels-among-trivago-s-best-in-class/article_ffe99838-d38d-11e7-b247-f75979e603ec.html,6.779661016949151,18.0,Systemic_Risk_Management
113,2017-11-28,http://room5.trivago.sg/hot-spring-hotels-in-taiwan-and-japan/,5.016181229773469,11.0,Labor_Practices
114,2017-12-19,https://www.theguardian.com/lifeandstyle/2017/dec/19/trivago-girl-tv-adverts-gabrielle-miller-phenomenon,0.39840637450199,8.0,Employee_Engagement_Inclusion_And_Diversity
115,2017-12-26,https://article.wn.com/view/2017/12/26/trivago_reveals_London_worlds_most_popular_New_Years_travel_/,0.7722007722007701,22.0,Customer_Privacy
116,2017-12-26,https://www.traveldailynews.com/post/trivago-reveals-london-worlds-most-popular-new-years-travel-destination,2.89389067524116,12.0,Management_Of_Legal_And_Regulatory_Framework
117,2018-02-01,http://room5.trivago.com/best-weekend-getaways/,2.80112044817927,3.0,Business_Model_Resilience
119,2018-02-15,http://www.4-traders.com/TRIVAGO-NV-ADR-32502940/news/Trivago-TourScanner-trade-Launch-25996792/,3.88349514563106,12.0,Management_Of_Legal_And_Regulatory_Framework
121,2018-03-07,https://hoteldesigns.net/main-slider/trivago-reveals-unprecedented-behaviour-data/,2.08333333333334,18.0,Systemic_Risk_Management
122,2018-03-10,http://roadsandkingdoms.com/travel-guide/mexico-city/trivagos-guide-hotels-mexico-city/,3.40557275541796,3.0,Business_Model_Resilience
123,2018-03-16,https://www.jdsupra.com/legalnews/ota-travel-distribution-update-trivago-17681/,1.4450867052023102,4.0,Competitive_Behavior
124,2018-04-09,http://room5.trivago.sg/malaysias-best-beach-resorts/,6.7551266586248495,11.0,Labor_Practices
125,2018-04-09,http://www.scoop.co.nz/stories/BU1804/S00193/kiwis-launch-the-trivago-for-moving-in-australia.htm,0.19646365422397,18.0,Systemic_Risk_Management
126,2018-04-16,http://room5.trivago.sg/best-manila-cebu-boracay/,4.2222222222222205,11.0,Labor_Practices
127,2018-04-16,https://www.businesswire.com/news/home/20180416005091/en/trivago-Continues-Invest-Product-Innovation-Partners-Silicon,5.726872246696041,3.0,Business_Model_Resilience
128,2018-04-25,"http://www.ticker.com/?page=market_update&story=Credit-Suisse-Profit-Soars-on-Surging-Asset-Flows,-Trivago-Swings-to-Loss&id=68661",-0.22624434389141,22.0,Customer_Privacy
129,2018-04-27,http://room5.trivago.com/best-all-inclusive-resorts-hotels/,4.29362880886427,8.0,Employee_Engagement_Inclusion_And_Diversity
130,2018-05-07,http://room5.trivago.com/storm-watch-hotels/,0.7978723404255301,5.0,Critical_Incident_Risk_Management
131,2018-05-18,https://skift.com/2018/05/18/trivago-cfo-cites-alternative-accommodations-to-put-a-positive-spin-on-its-struggles/,-1.84010935290042,4.0,Competitive_Behavior
133,2018-05-30,https://news.gtp.gr/2018/05/30/trivago-south-aegean-islands-top-summer-choices-foreign-holidaymakers/,0.2267573696145119,11.0,Labor_Practices
134,2018-06-29,https://www.couriermail.com.au/travel/travel-advice/hotels/brace-yourselves-australia-trivago-girl-may-be-taking-an-extended-holiday/news-story/a187b906307c5754255e75dfbde8a3e8?nk=1f7064c6968dabc281be15099fcbaad9-1530241313,2.04398456428435,6.0,Customer_Welfare
135,2018-06-29,https://www.businesswire.com/news/home/20180628006508/en/TomTom-Provide-Geocoding-Hotel-Search-Platform-trivago,2.7960526315789505,3.0,Business_Model_Resilience
136,2018-06-29,https://www.gladstoneobserver.com.au/news/brace-yourselves-australia-trivago-girl-may-be-tak/3454896/,1.7475728155339798,6.0,Customer_Welfare
137,2018-06-29,https://www.coffscoastadvocate.com.au/news/brace-yourselves-australia-trivago-girl-may-be-tak/3454896/,2.2357723577235697,6.0,Customer_Welfare
138,2018-06-30,https://www.ntnews.com.au/news/brace-yourselves-australia-trivago-girl-may-be-taking-an-extended-holiday/news-story/a187b906307c5754255e75dfbde8a3e8?nk=cb82425688b29b100434a90215e84a00-1530320558,0.97104852539047,6.0,Customer_Welfare
139,2018-07-01,https://www.geelongadvertiser.com.au/news/brace-yourselves-australia-trivago-girl-may-be-taking-an-extended-holiday/news-story/a187b906307c5754255e75dfbde8a3e8?nk=fb788b62bd160118655eb16dcd93bfca-1530462720,1.08600583090379,6.0,Customer_Welfare
140,2018-07-02,https://www.heraldsun.com.au/travel/travel-advice/hotels/brace-yourselves-australia-trivago-girl-may-be-taking-an-extended-holiday/news-story/a187b906307c5754255e75dfbde8a3e8?nk=bc2adb89e31540532df07e9470d9bc2b-1530490612,1.89825154750255,6.0,Customer_Welfare
141,2018-07-06,http://www.travelweekly.com.au/article/say-goodbye-to-the-trivago-girl-checkout-the-companys-new-campaign/,2.997002997003,4.0,Competitive_Behavior
142,2018-07-12,https://www.indiatvnews.com/buzz/news-trivago-guy-abhinav-kumar-reconnects-with-father-after-10-years-tweet-452408,2.33236151603498,3.0,Business_Model_Resilience
143,2018-07-17,http://creativity-online.com/work/trivago-the-honeymoon-sequel/55011,5.980066445182719,1.0,Data_Security
144,2018-08-05,https://skift.com/2018/08/05/trivago-and-booking-slash-tv-ads-and-12-other-digital-trends-this-week/,0.60422960725076,18.0,Systemic_Risk_Management
145,2018-08-05,https://www.financialexpress.com/lifestyle/trivago-needs-to-build-brand-stickiness-and-craft-travel-experiences-in-order-to-rope-in-loyalists/1270458/,1.15532734274711,4.0,Competitive_Behavior
147,2018-08-20,http://room5.trivago.com/steigenberger-hotels-germany/,5.8025621703089705,3.0,Business_Model_Resilience
150,2018-08-20,https://www.radionz.co.nz/news/business/365031/legal-action-against-trivago-in-aus-watched-closely-by-comcom,-2.956122949246549,4.0,Competitive_Behavior
151,2018-08-22,http://www.mondovisione.com/media-and-resources/news/elocations-50m-ico-launches-pre-sale-to-become-the-trivago-of-commercial-real-e/,0.9845288326301,22.0,Customer_Privacy
153,2018-08-23,https://www.zdnet.com/article/trivago-hauled-to-court-by-accc-for-allegedly-misleading-customers/,-2.95202952029521,4.0,Competitive_Behavior
154,2018-08-23,https://www.cmo.com.au/article/645644/accc-slams-trivago-misleading-consumers-mainstream-advertising/,-1.7027863777089798,4.0,Competitive_Behavior
155,2018-08-23,https://thenewdaily.com.au/money/consumer/2018/08/23/trivago-misled-consumers-accc-hotel/,-3.47648261758691,4.0,Competitive_Behavior
159,2018-08-27,http://www.ibtimes.com.au/update-accc-sues-trivago-allegedly-misleading-consumers-hotel-prices-1571532,-0.581395348837209,4.0,Competitive_Behavior
161,2018-09-10,http://www.ttrweekly.com/site/2018/09/trivago-tv-ads-in-hot-water/,-1.04712041884817,4.0,Competitive_Behavior
162,2018-09-18,https://www.9news.com.au/national/2018/09/18/17/22/dick-smith-attacks-trivago-booking-hotels-expedia-online-travel-agency-commission-rates,-1.61579892280072,4.0,Competitive_Behavior
163,2018-10-12,https://punemirror.indiatimes.com/pune/crime/fake-travel-company-dupes-bizman-of-rs-55k-by-using-trivago-name/articleshow/66171373.cms,-6.081081081081081,0.0,Business_Ethics
164,2018-11-23,http://www.newindianexpress.com/nation/2018/nov/23/bjp-becomes-number-one-in-tv-advertisement-beats-netflix-and-trivago-1902257.html,0.0,12.0,Management_Of_Legal_And_Regulatory_Framework
165,2018-11-23,https://www.newsnation.in/india-news/bjp-ranked-indias-leading-television-advertiser-in-barc-trp-chart-places-ahead-netflix-trivago-amazon-article-207616.html,0.33003300330033,12.0,Management_Of_Legal_And_Regulatory_Framework
166,2018-11-24,http://www.newindianexpress.com/nation/2018/nov/23/flush-with-funds-bjp-beats-netflix-and-trivago-in-tv-advertisement-splurge-1902257.html,0.58823529411765,12.0,Management_Of_Legal_And_Regulatory_Framework
167,2018-12-01,https://www.gympietimes.com.au/news/trivago-admits-to-misleading-aussies-in-up-to-4000/3591365/,-3.11986863711001,0.0,Business_Ethics
168,2018-12-02,https://www.dailymail.co.uk/news/article-6451625/Hotel-comparison-site-Trivago-faces-10million-fine.html,-5.321507760532151,4.0,Competitive_Behavior
169,2018-12-03,https://www.stuff.co.nz/business/business-top-stories/109050428/trivago-advertising-scandal-catches-interest-of-commerce-commission,-4.263565891472871,4.0,Competitive_Behavior
170,2018-12-03,https://www.heraldsun.com.au/business/companies/trivago-admits-to-misleading-australians-in-tv-ads/news-story/1648976734ae166fa870df3733e528a7?nk=b59ab80aee2c41c3ef422e78db632fc2-1543809790,-4.7179579919437495,4.0,Competitive_Behavior
171,2018-12-03,https://skift.com/2018/12/03/trivago-faces-possible-multmillion-dollar-fine-in-australia-over-misleading-advertising-allegations/,-4.08163265306123,4.0,Competitive_Behavior
172,2018-12-03,https://www.radionz.co.nz/news/business/377438/call-for-immediate-probe-of-trivago-website,-2.5559105431309903,4.0,Competitive_Behavior
174,2018-12-05,https://www.scmp.com/news/hong-kong/society/article/2176477/hong-kong-customs-monitoring-travel-website-trivago-accused,-3.21803966240356,22.0,Customer_Privacy
175,2018-12-08,https://skift.com/2018/12/08/trivago-faces-multimillion-dollar-fine-and-11-other-digital-trends-this-week/,-2.34604105571848,0.0,Business_Ethics
178,2019-01-13,http://www.indiantelevision.com/television/tv-channels/viewership/trivago-top-brand-in-barc-week-1-2019-190113,-0.7633587786259559,15.0,Product_Design_And_Lifecycle_Management
180,2019-01-18,https://www.benzinga.com/pressreleases/19/01/r13004681/the-redawning-group-launches-new-integration-with-trivago,4.53857791225416,6.0,Customer_Welfare
181,2019-02-06,https://www.independent.co.uk/news/business/comment/cma-hotel-booking-sites-expedia-bookingcom-agoda-hotelscom-ebookers-trivago-price-comparison-sites-a8765726.html,-4.027420736932299,4.0,Competitive_Behavior
182,2019-02-15,http://houston.culturemap.com/news/city-life/02-15-19-trivago-guy-tim-williams-from-houston-song-ken-hoffman/,0.6637168141592901,8.0,Employee_Engagement_Inclusion_And_Diversity
183,2019-03-01,https://www.traveldailynews.com/post/trivago-industry-insights-traveler-profile,1.8796992481203,12.0,Management_Of_Legal_And_Regulatory_Framework
184,2019-04-11,https://radionow1057.iheart.com/featured/scott-onair/content/2019-04-11-the-trivago-guy-got-arrested-for-dwi/,-2.38095238095238,9.0,Employee_Health_And_Safety
185,2019-04-11,https://www.khou.com/article/news/entertainment-news/trivago-actor-arrested-charged-with-dwi-houston-police-say/285-00dc90c7-100a-49cd-b3e8-5701b8d9c645,-4.494382022471901,9.0,Employee_Health_And_Safety
186,2019-04-11,https://patch.com/texas/houston/trivago-actor-tim-williams-charged-drunk-driving,-5.14733711814004,9.0,Employee_Health_And_Safety
187,2019-04-11,https://www.click2houston.com/entertainment/trivago-actor-from-houston-charged-with-dwi,-3.73134328358209,9.0,Employee_Health_And_Safety
190,2019-04-12,https://infotel.ca/newsitem/trivago-hotel-website-actor-arrested-in-texas-on-dwi-charge/it61330,-4.46428571428571,9.0,Employee_Health_And_Safety
191,2019-04-12,https://www.winnipegfreepress.com/arts-and-life/entertainment/celebrities/trivago-hotel-website-actor-arrested-in-texas-on-dwi-charge-508499612.html,-4.19164045344606,9.0,Employee_Health_And_Safety
192,2019-04-12,https://am1070theanswer.com/news/entertainment/trivago-hotel-website-actor-arrested-in-texas-on-dwi-charge,-4.76190476190476,9.0,Employee_Health_And_Safety
193,2019-04-12,https://panow.com/2019/04/12/trivago-hotel-website-actor-arrested-in-texas-on-dwi-charge/,-6.95652173913043,9.0,Employee_Health_And_Safety
194,2019-04-12,https://1043myfm.iheart.com/featured/shelley-wade/content/2019-04-12-youll-never-guess-why-the-trivago-pitchman-was-arrested/,-4.66666666666667,9.0,Employee_Health_And_Safety
195,2019-04-12,https://www.sootoday.com/around-ontario/beyond-local-trivago-guy-tim-williams-arrested-for-driving-while-intoxicated-1371248,0.0,9.0,Employee_Health_And_Safety
196,2019-04-12,https://www.stcatharinesstandard.ca/whatson-story/9280705--trivago-guy-arrested-for-drunk-driving/,-9.350631555345212,9.0,Employee_Health_And_Safety
197,2019-04-12,https://987theriver.iheart.com/content/2019-04-11-trivago-spokesman-arrested-for-driving-while-drunk/,-8.333333333333321,11.0,Labor_Practices
198,2019-04-12,https://www.wkrn.com/top-news/-trivago-guy-arrested-on-dui-charges-in-houston/1920679039,-2.68199233716475,9.0,Employee_Health_And_Safety
199,2019-04-12,https://1015theriver.iheart.com/featured/rick-woodell/content/2019-04-12-trivago-actor-arrested-charged-with-dwi-houston-police-say/,-3.94444444444445,9.0,Employee_Health_And_Safety
200,2019-04-12,https://www.newser.com/story/273813/trivago-guy-charged-with-driving-while-intoxicated.html,-2.85714285714286,9.0,Employee_Health_And_Safety
201,2019-04-12,http://www.nydailynews.com/news/national/ny-trivago-pitchman-busted-for-dwi-in-houston-say-cops-20190412-3adv4eiv2re2vjkcuddlgy5tqy-story.html,-0.990049231674321,9.0,Employee_Health_And_Safety
202,2019-04-12,https://www.foxnews.com/entertainment/trivago-pitchman-charged-dwi-police-say,-2.11864406779662,9.0,Employee_Health_And_Safety
