Date,SOURCEURL,Label,N_label,AvgTone
2017-03-28,http://scoopempire.com/watch-trivago-story-unfold-eo-egypt-april-2nd/,Business_Model_Resilience,3.0,56.2111801242236
2017-04-04,https://skift.com/2017/04/04/trivagos-marketers-and-engineers-are-equally-key-to-its-success-says-managing-director/,Competitive_Behavior,4.0,58.79765395894425
2017-04-07,http://artdaily.com/news/95002/Financial-backing-of-Trivago-and-Momondo-now-back-Barnebys,Customer_Privacy,22.0,76.0869565217391
2017-04-19,https://skift.com/2017/04/19/did-the-trivago-guy-just-lose-his-tv-gig/,Competitive_Behavior,4.0,52.8530670470756
2017-05-10,http://www.financialexpress.com/industry/technology/travel-apps-from-kayak-makemytrip-to-trivago-here-are-5-apps-to-plan-your-trips-with/662986/,Management_Of_Legal_And_Regulatory_Framework,12.0,72.28826151560175
2017-06-01,http://hoteldesigns.net/industry-news/brexit-a-year-on-trivago-reveals-uk-traveller-trends-this-summer/,Competitive_Behavior,4.0,61.2676056338028
2017-06-07,http://www.4-traders.com/TRIVAGO-NV-ADR-32502940/news/June-News-Flash-Hawaiian-Hotels-and-America-rsquo-s-Emerging-Destinations-24557822/,Systemic_Risk_Management,18.0,56.6666666666667
2017-06-09,http://www.dailymail.co.uk/news/article-4587312/Meet-Trivago-girl-Gabrielle-Miller.html,Employee_Engagement_Inclusion_And_Diversity,8.0,51.41643059490085
2017-07-12,http://www.scmp.com/tech/article/2102284/tech-talent-now-choosing-europe-over-us-according-co-founder-germanys-trivago,Labor_Practices,11.0,60.29411764705881
2017-07-12,http://www.cnbc.com/2017/07/11/tech-talents-now-choosing-europe-over-us-trivagos-schromgens-says.html,Employee_Engagement_Inclusion_And_Diversity,8.0,63.237136960047145
2017-07-26,http://hoteldesigns.net/industry-news/trivago-providing-hoteliers-with-travel-demand-data-over-5-billion-room-rates/,Competitive_Behavior,4.0,64.70588235294115
2017-08-04,https://www.tnooz.com/article/trivago-focuses-on-serving-suppliers-lifts-hotel-inventory-to-1-8-million/,Competitive_Behavior,4.0,57.33752620545075
2017-08-25,http://www.business-standard.com/article/beyond-business/trivago-ad-guy-abhinav-kumar-the-man-who-is-an-unlikely-brand-ambassador-117082501117_1.html,Business_Model_Resilience,3.0,52.79329608938544
2017-08-30,http://www.campaignlive.co.uk/article/need-talk-trivago-ad/1443128,Business_Model_Resilience,3.0,44.7916666666667
2017-09-06,http://www.marketwatch.com/story/german-hotel-search-site-trivago-issues-profit-warning-shares-tumble-18-premarket-2017-09-06,Systemic_Risk_Management,18.0,39.8989898989899
2017-09-06,https://www.thetimes.co.uk/edition/business/trivago-profit-warning-unsettles-investors-z0zrrxnr7,Systemic_Risk_Management,18.0,38.02395209580835
2017-10-04,https://skift.com/2017/10/04/trivago-makes-a-tech-acquisition-that-bolsters-an-industry-trend/,Customer_Privacy,22.0,65.90594744121715
2017-10-06,http://www.hindustantimes.com/india-news/sign-up-on-trivago-twitter-reacts-to-president-kovind-s-invitation-to-rashtrapati-bhavan/story-a5plVDegFHHitAoCcYeSYJ.html,Customer_Privacy,22.0,41.4737378966595
2017-10-18,https://skift.com/2017/10/17/trivago-launches-a-subsidiary-to-sell-hoteliers-on-its-business-tools/,Competitive_Behavior,4.0,59.527933853488356
2017-10-27,http://www.independent.co.uk/travel/news-and-advice/hotel-booking-websites-investigation-selling-practices-bookingcom-expedia-agoda-hotelscom-trivago-a8022551.html,Competitive_Behavior,4.0,38.18897637795275
2017-11-07,https://skift.com/2017/11/07/trivago-looks-to-homeaway-vacation-rentals-to-regain-some-mojo/,Competitive_Behavior,4.0,59.7902097902098
2017-11-08,https://www.tnooz.com/article/trivago-homeaway-vacation-rental/,Competitive_Behavior,4.0,56.4607170924439
2017-11-15,https://www.joe.ie/life-style/best-hotels-in-ireland-trivago-awards-606554,Competitive_Behavior,4.0,88.21656050955416
2017-11-22,http://www.thedrum.com/news/2017/11/21/the-guy-trivago-indias-creepy-ad-my-memes-help-the-ad-push-trivago-which-great,Competitive_Behavior,4.0,55.97907324364725
2017-11-27,http://www.postandcourier.com/business/three-charleston-hotels-among-trivago-s-best-in-class/article_ffe99838-d38d-11e7-b247-f75979e603ec.html,Systemic_Risk_Management,18.0,83.89830508474576
2017-11-28,http://room5.trivago.sg/hot-spring-hotels-in-taiwan-and-japan/,Labor_Practices,11.0,75.08090614886734
2017-12-19,https://www.theguardian.com/lifeandstyle/2017/dec/19/trivago-girl-tv-adverts-gabrielle-miller-phenomenon,Employee_Engagement_Inclusion_And_Diversity,8.0,51.99203187250995
2017-12-26,https://article.wn.com/view/2017/12/26/trivago_reveals_London_worlds_most_popular_New_Years_travel_/,Customer_Privacy,22.0,53.86100386100385
2017-12-26,https://www.traveldailynews.com/post/trivago-reveals-london-worlds-most-popular-new-years-travel-destination,Management_Of_Legal_And_Regulatory_Framework,12.0,64.46945337620579
2018-02-01,http://room5.trivago.com/best-weekend-getaways/,Business_Model_Resilience,3.0,64.00560224089635
2018-02-15,http://www.4-traders.com/TRIVAGO-NV-ADR-32502940/news/Trivago-TourScanner-trade-Launch-25996792/,Management_Of_Legal_And_Regulatory_Framework,12.0,69.4174757281553
2018-03-07,https://hoteldesigns.net/main-slider/trivago-reveals-unprecedented-behaviour-data/,Systemic_Risk_Management,18.0,60.4166666666667
2018-03-10,http://roadsandkingdoms.com/travel-guide/mexico-city/trivagos-guide-hotels-mexico-city/,Business_Model_Resilience,3.0,67.0278637770898
2018-03-16,https://www.jdsupra.com/legalnews/ota-travel-distribution-update-trivago-17681/,Competitive_Behavior,4.0,57.22543352601155
2018-04-09,http://room5.trivago.sg/malaysias-best-beach-resorts/,Labor_Practices,11.0,83.77563329312426
2018-04-09,http://www.scoop.co.nz/stories/BU1804/S00193/kiwis-launch-the-trivago-for-moving-in-australia.htm,Systemic_Risk_Management,18.0,50.98231827111985
2018-04-16,http://room5.trivago.sg/best-manila-cebu-boracay/,Labor_Practices,11.0,71.1111111111111
2018-04-16,https://www.businesswire.com/news/home/20180416005091/en/trivago-Continues-Invest-Product-Innovation-Partners-Silicon,Business_Model_Resilience,3.0,78.6343612334802
2018-04-25,"http://www.ticker.com/?page=market_update&story=Credit-Suisse-Profit-Soars-on-Surging-Asset-Flows,-Trivago-Swings-to-Loss&id=68661",Customer_Privacy,22.0,48.86877828054295
2018-04-27,http://room5.trivago.com/best-all-inclusive-resorts-hotels/,Employee_Engagement_Inclusion_And_Diversity,8.0,71.46814404432135
2018-05-07,http://room5.trivago.com/storm-watch-hotels/,Critical_Incident_Risk_Management,5.0,53.989361702127646
2018-05-18,https://skift.com/2018/05/18/trivago-cfo-cites-alternative-accommodations-to-put-a-positive-spin-on-its-struggles/,Competitive_Behavior,4.0,40.7994532354979
2018-05-30,https://news.gtp.gr/2018/05/30/trivago-south-aegean-islands-top-summer-choices-foreign-holidaymakers/,Labor_Practices,11.0,51.13378684807256
2018-06-29,https://www.couriermail.com.au/travel/travel-advice/hotels/brace-yourselves-australia-trivago-girl-may-be-taking-an-extended-holiday/news-story/a187b906307c5754255e75dfbde8a3e8?nk=1f7064c6968dabc281be15099fcbaad9-1530241313,Customer_Welfare,6.0,60.219922821421754
2018-06-29,https://www.businesswire.com/news/home/20180628006508/en/TomTom-Provide-Geocoding-Hotel-Search-Platform-trivago,Business_Model_Resilience,3.0,63.980263157894754
2018-06-29,https://www.gladstoneobserver.com.au/news/brace-yourselves-australia-trivago-girl-may-be-tak/3454896/,Customer_Welfare,6.0,58.7378640776699
2018-06-29,https://www.coffscoastadvocate.com.au/news/brace-yourselves-australia-trivago-girl-may-be-tak/3454896/,Customer_Welfare,6.0,61.178861788617844
2018-06-30,https://www.ntnews.com.au/news/brace-yourselves-australia-trivago-girl-may-be-taking-an-extended-holiday/news-story/a187b906307c5754255e75dfbde8a3e8?nk=cb82425688b29b100434a90215e84a00-1530320558,Customer_Welfare,6.0,54.85524262695235
2018-07-01,https://www.geelongadvertiser.com.au/news/brace-yourselves-australia-trivago-girl-may-be-taking-an-extended-holiday/news-story/a187b906307c5754255e75dfbde8a3e8?nk=fb788b62bd160118655eb16dcd93bfca-1530462720,Customer_Welfare,6.0,55.430029154518955
2018-07-02,https://www.heraldsun.com.au/travel/travel-advice/hotels/brace-yourselves-australia-trivago-girl-may-be-taking-an-extended-holiday/news-story/a187b906307c5754255e75dfbde8a3e8?nk=bc2adb89e31540532df07e9470d9bc2b-1530490612,Customer_Welfare,6.0,59.49125773751275
2018-07-06,http://www.travelweekly.com.au/article/say-goodbye-to-the-trivago-girl-checkout-the-companys-new-campaign/,Competitive_Behavior,4.0,64.985014985015
2018-07-12,https://www.indiatvnews.com/buzz/news-trivago-guy-abhinav-kumar-reconnects-with-father-after-10-years-tweet-452408,Business_Model_Resilience,3.0,61.6618075801749
2018-07-17,http://creativity-online.com/work/trivago-the-honeymoon-sequel/55011,Data_Security,1.0,79.9003322259136
2018-08-05,https://skift.com/2018/08/05/trivago-and-booking-slash-tv-ads-and-12-other-digital-trends-this-week/,Systemic_Risk_Management,18.0,53.0211480362538
2018-08-05,https://www.financialexpress.com/lifestyle/trivago-needs-to-build-brand-stickiness-and-craft-travel-experiences-in-order-to-rope-in-loyalists/1270458/,Competitive_Behavior,4.0,55.77663671373555
2018-08-20,http://room5.trivago.com/steigenberger-hotels-germany/,Business_Model_Resilience,3.0,79.01281085154486
2018-08-20,https://www.radionz.co.nz/news/business/365031/legal-action-against-trivago-in-aus-watched-closely-by-comcom,Competitive_Behavior,4.0,35.21938525376726
2018-08-22,http://www.mondovisione.com/media-and-resources/news/elocations-50m-ico-launches-pre-sale-to-become-the-trivago-of-commercial-real-e/,Customer_Privacy,22.0,54.9226441631505
2018-08-23,https://www.zdnet.com/article/trivago-hauled-to-court-by-accc-for-allegedly-misleading-customers/,Competitive_Behavior,4.0,35.23985239852395
2018-08-23,https://www.cmo.com.au/article/645644/accc-slams-trivago-misleading-consumers-mainstream-advertising/,Competitive_Behavior,4.0,41.4860681114551
2018-08-23,https://thenewdaily.com.au/money/consumer/2018/08/23/trivago-misled-consumers-accc-hotel/,Competitive_Behavior,4.0,32.61758691206545
2018-08-27,http://www.ibtimes.com.au/update-accc-sues-trivago-allegedly-misleading-consumers-hotel-prices-1571532,Competitive_Behavior,4.0,47.09302325581396
2018-09-10,http://www.ttrweekly.com/site/2018/09/trivago-tv-ads-in-hot-water/,Competitive_Behavior,4.0,44.764397905759154
2018-09-18,https://www.9news.com.au/national/2018/09/18/17/22/dick-smith-attacks-trivago-booking-hotels-expedia-online-travel-agency-commission-rates,Competitive_Behavior,4.0,41.9210053859964
2018-10-12,https://punemirror.indiatimes.com/pune/crime/fake-travel-company-dupes-bizman-of-rs-55k-by-using-trivago-name/articleshow/66171373.cms,Business_Ethics,0.0,19.594594594594597
2018-11-23,http://www.newindianexpress.com/nation/2018/nov/23/bjp-becomes-number-one-in-tv-advertisement-beats-netflix-and-trivago-1902257.html,Management_Of_Legal_And_Regulatory_Framework,12.0,50.0
2018-11-23,https://www.newsnation.in/india-news/bjp-ranked-indias-leading-television-advertiser-in-barc-trp-chart-places-ahead-netflix-trivago-amazon-article-207616.html,Management_Of_Legal_And_Regulatory_Framework,12.0,51.650165016501646
2018-11-24,http://www.newindianexpress.com/nation/2018/nov/23/flush-with-funds-bjp-beats-netflix-and-trivago-in-tv-advertisement-splurge-1902257.html,Management_Of_Legal_And_Regulatory_Framework,12.0,52.941176470588246
2018-12-01,https://www.gympietimes.com.au/news/trivago-admits-to-misleading-aussies-in-up-to-4000/3591365/,Business_Ethics,0.0,34.40065681444995
2018-12-02,https://www.dailymail.co.uk/news/article-6451625/Hotel-comparison-site-Trivago-faces-10million-fine.html,Competitive_Behavior,4.0,23.392461197339248
2018-12-03,https://www.stuff.co.nz/business/business-top-stories/109050428/trivago-advertising-scandal-catches-interest-of-commerce-commission,Competitive_Behavior,4.0,28.682170542635642
2018-12-03,https://www.heraldsun.com.au/business/companies/trivago-admits-to-misleading-australians-in-tv-ads/news-story/1648976734ae166fa870df3733e528a7?nk=b59ab80aee2c41c3ef422e78db632fc2-1543809790,Competitive_Behavior,4.0,26.41021004028125
2018-12-03,https://skift.com/2018/12/03/trivago-faces-possible-multmillion-dollar-fine-in-australia-over-misleading-advertising-allegations/,Competitive_Behavior,4.0,29.59183673469385
2018-12-03,https://www.radionz.co.nz/news/business/377438/call-for-immediate-probe-of-trivago-website,Competitive_Behavior,4.0,37.22044728434505
2018-12-05,https://www.scmp.com/news/hong-kong/society/article/2176477/hong-kong-customs-monitoring-travel-website-trivago-accused,Customer_Privacy,22.0,33.9098016879822
2018-12-08,https://skift.com/2018/12/08/trivago-faces-multimillion-dollar-fine-and-11-other-digital-trends-this-week/,Business_Ethics,0.0,38.2697947214076
2019-01-13,http://www.indiantelevision.com/television/tv-channels/viewership/trivago-top-brand-in-barc-week-1-2019-190113,Product_Design_And_Lifecycle_Management,15.0,46.183206106870216
2019-01-18,https://www.benzinga.com/pressreleases/19/01/r13004681/the-redawning-group-launches-new-integration-with-trivago,Customer_Welfare,6.0,72.6928895612708
2019-02-06,https://www.independent.co.uk/news/business/comment/cma-hotel-booking-sites-expedia-bookingcom-agoda-hotelscom-ebookers-trivago-price-comparison-sites-a8765726.html,Competitive_Behavior,4.0,29.862896315338507
2019-02-15,http://houston.culturemap.com/news/city-life/02-15-19-trivago-guy-tim-williams-from-houston-song-ken-hoffman/,Employee_Engagement_Inclusion_And_Diversity,8.0,53.31858407079645
2019-03-01,https://www.traveldailynews.com/post/trivago-industry-insights-traveler-profile,Management_Of_Legal_And_Regulatory_Framework,12.0,59.398496240601496
2019-04-11,https://radionow1057.iheart.com/featured/scott-onair/content/2019-04-11-the-trivago-guy-got-arrested-for-dwi/,Employee_Health_And_Safety,9.0,38.0952380952381
2019-04-11,https://www.khou.com/article/news/entertainment-news/trivago-actor-arrested-charged-with-dwi-houston-police-say/285-00dc90c7-100a-49cd-b3e8-5701b8d9c645,Employee_Health_And_Safety,9.0,27.528089887640494
2019-04-11,https://patch.com/texas/houston/trivago-actor-tim-williams-charged-drunk-driving,Employee_Health_And_Safety,9.0,24.2633144092998
2019-04-11,https://www.click2houston.com/entertainment/trivago-actor-from-houston-charged-with-dwi,Employee_Health_And_Safety,9.0,31.343283582089548
2019-04-12,https://infotel.ca/newsitem/trivago-hotel-website-actor-arrested-in-texas-on-dwi-charge/it61330,Employee_Health_And_Safety,9.0,27.678571428571452
2019-04-12,https://www.winnipegfreepress.com/arts-and-life/entertainment/celebrities/trivago-hotel-website-actor-arrested-in-texas-on-dwi-charge-508499612.html,Employee_Health_And_Safety,9.0,29.0417977327697
2019-04-12,https://am1070theanswer.com/news/entertainment/trivago-hotel-website-actor-arrested-in-texas-on-dwi-charge,Employee_Health_And_Safety,9.0,26.190476190476197
2019-04-12,https://panow.com/2019/04/12/trivago-hotel-website-actor-arrested-in-texas-on-dwi-charge/,Employee_Health_And_Safety,9.0,15.21739130434785
2019-04-12,https://1043myfm.iheart.com/featured/shelley-wade/content/2019-04-12-youll-never-guess-why-the-trivago-pitchman-was-arrested/,Employee_Health_And_Safety,9.0,26.66666666666665
2019-04-12,https://www.sootoday.com/around-ontario/beyond-local-trivago-guy-tim-williams-arrested-for-driving-while-intoxicated-1371248,Employee_Health_And_Safety,9.0,50.0
2019-04-12,https://www.stcatharinesstandard.ca/whatson-story/9280705--trivago-guy-arrested-for-drunk-driving/,Employee_Health_And_Safety,9.0,3.246842223273942
2019-04-12,https://987theriver.iheart.com/content/2019-04-11-trivago-spokesman-arrested-for-driving-while-drunk/,Labor_Practices,11.0,8.333333333333393
2019-04-12,https://www.wkrn.com/top-news/-trivago-guy-arrested-on-dui-charges-in-houston/1920679039,Employee_Health_And_Safety,9.0,36.59003831417625
2019-04-12,https://1015theriver.iheart.com/featured/rick-woodell/content/2019-04-12-trivago-actor-arrested-charged-with-dwi-houston-police-say/,Employee_Health_And_Safety,9.0,30.277777777777747
2019-04-12,https://www.newser.com/story/273813/trivago-guy-charged-with-driving-while-intoxicated.html,Employee_Health_And_Safety,9.0,35.7142857142857
2019-04-12,http://www.nydailynews.com/news/national/ny-trivago-pitchman-busted-for-dwi-in-houston-say-cops-20190412-3adv4eiv2re2vjkcuddlgy5tqy-story.html,Employee_Health_And_Safety,9.0,45.049753841628394
2019-04-12,https://www.foxnews.com/entertainment/trivago-pitchman-charged-dwi-police-say,Employee_Health_And_Safety,9.0,39.4067796610169
2019-04-12,https://www.wkbn.com/news/national-world/trivago-commercial-pitchman-charged-with-driving-while-intoxicated/1919843718,Employee_Health_And_Safety,9.0,2.0496346460674975
2019-04-12,https://www.nbcnews.com/news/us-news/trivago-commercial-pitchman-timothy-williams-found-passed-out-car-traffic-n993811,Employee_Health_And_Safety,9.0,28.947368421052598
2019-04-13,https://www.kimberleybulletin.com/trending-now/trivago-guy-arrested-in-texas-for-drunk-driving/,Employee_Health_And_Safety,9.0,31.1320754716981
2019-04-13,https://www.vicnews.com/trending-now/trivago-guy-arrested-in-texas-for-drunk-driving/,Employee_Health_And_Safety,9.0,31.0126582278481
2019-04-13,https://www.cowichanvalleycitizen.com/trending-now/trivago-guy-arrested-in-texas-for-drunk-driving/,Employee_Health_And_Safety,9.0,31.1320754716981
2019-04-13,https://www.cp24.com/news/trivago-hotel-website-actor-arrested-in-texas-on-dwi-charge-1.4378436,Employee_Health_And_Safety,9.0,30.645161290322548
